Line Item Details/Line Item ID,Identity Details/Customer Name,Identity Details/Resource Purchase Account ID,Identity Details/Resource Purchase Account,Identity Details/Resource Owner Account ID,Identity Details/Resource Owner Account,Billing Details/Service Entity,Billing Details/Billing Month,Billing Details/Line Item Type,Billing Details/Consume Type,Product Details/Product Code,Product Details/Product Name,Product Details/Commodity Code,Product Details/Commodity Name,Product Details/Billing Item Code,Product Details/Billing Item Name,Product Details/Purchase Configuration,Product Details/Instance Type,Resource Details/Resource ID,Resource Details/Instance ID,Resource Details/Resource Name,Resource Details/Region Code,Resource Details/Region,Duration Details/Charge Duration,Duration Details/Charge Duration Unit,Usage Details/Usage,Usage Details/Usage Unit,Pricing Details/List Price,Pricing Details/List Price Unit,Pricing Details/Currency,Fee Details/Gross Amount,Fee Details/Billing Formula,Prepaid Purchase Offset Details/Prepaid Purchase Offset from Total List Price,Prepaid Purchase Offset Details/Amount After Prepaid Purchase Offset,Prepaid Purchase Offset Details/Prepaid Purchase Offset Amount,Discount Details/Discount Amount,Discount Details/Amount After Price Reduction,Coupon Deduction Details/Coupon Deduction Amount,Payable Details/Tax-exclusive Payable Amount
12dffcaaaf2ec916b5ac458254ae0e64,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Purchase,YUNMARKET_THIRD_PARTY,Third-Party Services in Marketplace,sgcmgj00036196,sgcmgj00036196,package_version,package_version,"[{""name"":""package_version"",""value"":""yuncode3019600001""}]",,,5000003360156	,,-,-,,,,,0,,USD,0,,,,,0,0,0,0
eae79093f030a6f92d0088ae7a4b58e6,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Purchase,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,instance_type,instance_type,"[{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""OS Type"",""value"":""linux""},{""name"":""Instance Specifications"",""value"":""2 Cores, 4 GB""},{""name"":""Instance Family"",""value"":""ecs.u1""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4naa8js793rhpd7ma7g,iZt4naa8js793rhpd7ma7gZ,ap-southeast-1,Singapore,,,,,39.304944444444,USD/Month,USD,39.3,,,,,0,39.3,0,39.3
eb1e4f2ea7a689e73fc6d3dc0ed726af,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_os,vm_os,"[{""name"":""Instance Family"",""value"":""ecs.r7a""},{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""Operating System Details"",""value"":""windows""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""},{""name"":""Instance Specifications"",""value"":""2 vCPUs, 16 GB""}]",,,i-t4n50ogwpynqiuh0meb8,KR-App,ap-southeast-1,Singapore,,,,,54.23,USD/Month,USD,54.23,,,,,0,54.23,0,54.23
ebccc72cc79571c56921f565795938ab,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_os,vm_os,"[{""name"":""Instance Family"",""value"":""ecs.g7""},{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""Operating System Details"",""value"":""windows""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""},{""name"":""Instance Specifications"",""value"":""2 vCPUs, 8 GB""}]",,,i-t4n1hah14t1kjguvoajb,POS-PRD-FILE01,ap-southeast-1,Singapore,,,,,67,USD/Month,USD,67,,,,,0,67,0,67
ebd696d785ede26e16ab0db8a8c11482,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,SurplusCredit,SurplusCredit,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n7pvah6iw3qj9023yx,i-t4n7pvah6iw3qj9023yx,SAP-SOLMON,ap-southeast-1,Singapore,1,hours,30.75,Piece,0.0016,USD/(Piece*hours),USD,0.0492,List Price*Charge Duration*Usage,,,,0,0.0492,0,0.0492
ec01072eaf3819893556e2799bfab504,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Purchase,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_bandwidth,vm_bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 0Kbps]""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nix39etvm7fdjnbcbp,cksg-certimate,ap-southeast-1,Singapore,,,,,0,USD,USD,0,,,,,0,0,0,0
ec27341de10d519fabe9fe94499ae0e5,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,datadisk,datadisk,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Data disk type"",""value"":""Enhanced SSD Disk""},{""name"":""Performance Level"",""value"":""Performance Level 0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nbnx4des8jiprp1win,POS-PRD-XODB01,ap-southeast-1,Singapore,,,,,0.076,USD/GB,USD,334.4,,,,,0,334.4,0,334.4
ec7aefa79fc90962bc98f28472066d74,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,SurplusCredit,SurplusCredit,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n7pvah6iw3qj9023yx,i-t4n7pvah6iw3qj9023yx,SAP-SOLMON,ap-southeast-1,Singapore,3,hours,24.5,Piece,0.0016,USD/(Piece*hours),USD,0.1176,List Price*Charge Duration*Usage,,,,0,0.1176,0,0.1176
ed3413b866b9ed871effe1efd9c61b34,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,systemdisk,systemdisk,"[{""name"":""OS Type"",""value"":""linux""},{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""Performance Level 0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nc7sejis8et070sybd,CKC-ACS,ap-southeast-1,Singapore,,,,,0.076,USD/GB,USD,15.2,,,,,0,15.2,0,15.2
ed6031be70cb27a766ff08a2238b37e9,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_bandwidth,vm_bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 0Kbps]""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nffa97ik1ov1h5xbs4,CKSG-QLIKQVS01,ap-southeast-1,Singapore,,,,,0,USD/Month,USD,0,,,,,0,0,0,0
ee68f0d8eb7a320998b48cad29f77ae3,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,systemdisk,systemdisk,"[{""name"":""OS Type"",""value"":""linux""},{""name"":""System disk type"",""value"":""SSD Disk""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nbcvyctj9fhxoypx8k,CKSG-REMOTE,ap-southeast-1,Singapore,,,,,0.187,USD/GB,USD,14.96,,,,,0,14.96,0,14.96
efa5ed3d67a2a2d34fd81d93be8e038a,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,SurplusCredit,SurplusCredit,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n7pvah6iw3qj9023yx,i-t4n7pvah6iw3qj9023yx,SAP-SOLMON,ap-southeast-1,Singapore,1,hours,72.5,Piece,0.0016,USD/(Piece*hours),USD,0.116,List Price*Charge Duration*Usage,,,,0,0.116,0,0.116
f04e0fce2b44493b27f3374681823a6f,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,systemdisk,systemdisk,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""Performance Level 0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n1hah14t1kjguvoajb,POS-PRD-FILE01,ap-southeast-1,Singapore,,,,,0.076,USD/GB,USD,7.6,,,,,0,7.6,0,7.6
f0d86e37e61a0f7b07d2472b023a3c41,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,SurplusCredit,SurplusCredit,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n7pvah6iw3qj9023yx,i-t4n7pvah6iw3qj9023yx,SAP-SOLMON,ap-southeast-1,Singapore,1,hours,30,Piece,0.0016,USD/(Piece*hours),USD,0.048,List Price*Charge Duration*Usage,,,,0,0.048,0,0.048
f11aa5713ce60de3a31881626f7832e8,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,SurplusCredit,SurplusCredit,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n7pvah6iw3qj9023yx,i-t4n7pvah6iw3qj9023yx,SAP-SOLMON,ap-southeast-1,Singapore,1,hours,1.75,Piece,0.0016,USD/(Piece*hours),USD,0.0028,List Price*Charge Duration*Usage,,,,0,0.0028,0,0.0028
f17a96e91b2fa15556d9cbe23ee80d09,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_os,vm_os,,,,i-t4nil5amwd08blvs2dux,POS-D2-XODB01,ap-southeast-1,Singapore,,,,,,USD,USD,0,,,,,0,0,0,0
f1afed6c8aca684707a0fb1d70b5e3d0,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_os,vm_os,"[{""name"":""Instance Specifications"",""value"":""4-core, 16GB""},{""name"":""Instance Family"",""value"":""General Purpose Type g5""},{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""Operating System Details"",""value"":""windows""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nd9s74ddt2uoh93ved,HermesAgent,ap-southeast-1,Singapore,,,,,134.31,USD/Month,USD,134.31,,,,,0,134.31,0,134.31
f2735181930b9ac72c97895d29a35f1c,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,instance_type,instance_type,"[{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Instance Family"",""value"":""ecs.r7a""},{""name"":""Region"",""value"":""Singapore""},{""name"":""Instance Specifications"",""value"":""32 vCPUs, 256 GB""}]",,,i-t4nffa97ik1ouzi4t9ss,CKSG-QLIKQVP01,ap-southeast-1,Singapore,,,,,950.64,USD/Month,USD,950.64,,,,,0,950.64,0,950.64
f2814a05f44a619ad1c9efd95805b1d6,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,systemdisk,systemdisk,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""Performance Level 0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nj5p60qhdxjgrkj3eb,CKSG-DC03,ap-southeast-1,Singapore,,,,,0.076,USD/GB,USD,7.6,,,,,0,7.6,0,7.6
f2c744169643a35a42cf014041861f88,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_os,vm_os,"[{""name"":""Instance Family"",""value"":""ecs.c7a""},{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""Operating System Details"",""value"":""linux""},{""name"":""OS Type"",""value"":""linux""},{""name"":""Region"",""value"":""Singapore""},{""name"":""Instance Specifications"",""value"":""2 vCPUs, 4 GB""}]",,,i-t4n2oj4zbw4szjh50lt9,DIgitalRepairAI,ap-southeast-1,Singapore,,,,,0,USD/Month,USD,0,,,,,0,0,0,0
f334265765ea87bfc3ead525d5a4f5df,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Purchase,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,systemdisk,systemdisk,"[{""name"":""OS Type"",""value"":""linux""},{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL1""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4ndhk424aad2x0lepk0,worker-k8s-for-cs-cbaa623466974472c84e406de321e3fab,ap-southeast-1,Singapore,,,,,0.152,USD/GB,USD,15.2,,,,,0,15.2,0,15.2
f3eb3583c1852a09de702e2a7033a546,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,datadisk,datadisk,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Data disk type"",""value"":""Ultra Disk""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4ng1dtdd9asaiknk21q,SAP-QA-APP01,ap-southeast-1,Singapore,,,,,0.051,USD/GB,USD,13.77,,,,,0,13.77,0,13.77
f4156c9d7c53943bb2e86f0f2ce04722,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,instance_type,instance_type,"[{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Instance Family"",""value"":""ecs.r7a""},{""name"":""Region"",""value"":""Singapore""},{""name"":""Instance Specifications"",""value"":""2 vCPUs, 16 GB""}]",,,i-t4n50ogwpynqiuh0meb8,KR-App,ap-southeast-1,Singapore,,,,,59.415,USD/Month,USD,59.42,,,,,0,59.42,0,59.42
f53d7c1c486b5f2566546ca167213508,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,systemdisk,systemdisk,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""Performance Level 0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n2xv6uce9rjseb0yae,POS-Support,ap-southeast-1,Singapore,,,,,0.076,USD/GB,USD,7.6,,,,,0,7.6,0,7.6
f5abfb1918f9b0e5dbad2e69fd77dd97,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_bandwidth,vm_bandwidth,"[{""name"":""Bandwidth"",""value"":""[0Kbps, 0Kbps]""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n0fjmbqmba27oh68lo,POS-DEVOPS01,ap-southeast-1,Singapore,,,,,0,USD/Month,USD,0,,,,,0,0,0,0
f6ceecdc730d9d543d1ae23f39681625,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,datadisk,datadisk,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Data disk type"",""value"":""Enhanced SSD Disk""},{""name"":""Performance Level"",""value"":""PL1""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nape02yqemj50znczx,CKSG-WMSDB01,ap-southeast-1,Singapore,,,,,0.152,USD/GB,USD,76,,,,,0,76,0,76
f763d4792d1dae8474091433d1470e19,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,systemdisk,systemdisk,"[{""name"":""OS Type"",""value"":""linux""},{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""PL1""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n4rzr5z5hkb5ig9jo8,worker-k8s-for-cs-cbaa623466974472c84e406de321e3fab,ap-southeast-1,Singapore,,,,,0.152,USD/GB,USD,15.2,,,,,0,15.2,0,15.2
f82c3931ac118e47173b1078c746076b,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_os,vm_os,"[{""name"":""Instance Family"",""value"":""Burstable Type t5""},{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""Operating System Details"",""value"":""windows""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""},{""name"":""Instance Specifications"",""value"":""4-core, 8GB""}]",,,i-t4ng8a605bpodkdz41h2,SAP-WSUS-2022,ap-southeast-1,Singapore,,,,,21.02,USD/Month,USD,21.02,,,,,0,21.02,0,21.02
f8318498dc609e15aafb4f7a5499db16,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_os,vm_os,,,,i-t4nhqh41jyxqhfspqs75,POS-U2-XOAP01,ap-southeast-1,Singapore,,,,,,USD,USD,0,,,,,0,0,0,0
f878396290f9968e3269f584bfb0ee26,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Purchase,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,datadisk,datadisk,"[{""name"":""OS Type"",""value"":""linux""},{""name"":""Data disk type"",""value"":""Enhanced SSD Disk""},{""name"":""Performance Level"",""value"":""PL1""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4ndhk424aad2x0lepk0,worker-k8s-for-cs-cbaa623466974472c84e406de321e3fab,ap-southeast-1,Singapore,,,,,0.152,USD/GB,USD,121.6,,,,,0,121.6,0,121.6
f8899943bfe23183f1ba8a666ec9f94a,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,SurplusCredit,SurplusCredit,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n7pvah6iw3qj9023yx,i-t4n7pvah6iw3qj9023yx,SAP-SOLMON,ap-southeast-1,Singapore,1,hours,24.25,Piece,0.0016,USD/(Piece*hours),USD,0.0388,List Price*Charge Duration*Usage,,,,0,0.0388,0,0.0388
f8a7d6f554f3d2dc954f3eb2bd8829bd,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,SurplusCredit,SurplusCredit,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n7pvah6iw3qj9023yx,i-t4n7pvah6iw3qj9023yx,SAP-SOLMON,ap-southeast-1,Singapore,1,hours,24.75,Piece,0.0016,USD/(Piece*hours),USD,0.0396,List Price*Charge Duration*Usage,,,,0,0.0396,0,0.0396
f8f98c4c87f367b89ddf1a70dade4985,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,systemdisk,systemdisk,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""System disk type"",""value"":""Enhanced SSD(ESSD)""},{""name"":""Performance Level"",""value"":""Performance Level 0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n348wkur5f48c9ojyv,POS-UAT-FILE01,ap-southeast-1,Singapore,,,,,0.076,USD/GB,USD,7.6,,,,,0,7.6,0,7.6
f99c17ce948096e0723a1dcb0387c6bc,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,SurplusCredit,SurplusCredit,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n7pvah6iw3qj9023yx,i-t4n7pvah6iw3qj9023yx,SAP-SOLMON,ap-southeast-1,Singapore,1,hours,28.25,Piece,0.0016,USD/(Piece*hours),USD,0.0452,List Price*Charge Duration*Usage,,,,0,0.0452,0,0.0452
f9d98872ff25d65c0c19adc2d1a64c69,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Pay-as-you-go Fee for Cloud Resources,Pay-As-You-Go,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,SurplusCredit,SurplusCredit,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""}]",,i-t4n7pvah6iw3qj9023yx,i-t4n7pvah6iw3qj9023yx,SAP-SOLMON,ap-southeast-1,Singapore,1,hours,33,Piece,0.0016,USD/(Piece*hours),USD,0.0528,List Price*Charge Duration*Usage,,,,0,0.0528,0,0.0528
fa1868c57f27eaa82a6a837459a04bbc,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,datadisk,datadisk,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Data disk type"",""value"":""Enhanced SSD Disk""},{""name"":""Performance Level"",""value"":""Performance Level 0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n11cqx7ixl9ucaemcd,CKSG-WMSAPP01,ap-southeast-1,Singapore,,,,,0.076,USD/GB,USD,22.8,,,,,0,22.8,0,22.8
fa824d439677f5078210a214533615d7,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Refund Fee,Refund,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,instance_type,instance_type,"[{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Instance Specifications"",""value"":""4-core, 16GB""},{""name"":""Instance Family"",""value"":""General Purpose Type g5""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4nd9s74ddt2uoh93ved,HermesAgent,ap-southeast-1,Singapore,,,,,,,USD,-76.85,,,,,0,-76.85,0,-76.85
fbe0b9232552dc78aa59af17e633b777,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_os,vm_os,"[{""name"":""Instance Family"",""value"":""Compute Type c6""},{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""Operating System Details"",""value"":""windows""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""},{""name"":""Instance Specifications"",""value"":""4-core, 8GB""}]",,,i-t4n4sp42lwv5qoov80ip,RFID-PRD-APP01,ap-southeast-1,Singapore,,,,,119.56,USD/Month,USD,119.56,,,,,0,119.56,0,119.56
fc42384e5d1165da6b5c2bd27e408cb4,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,vm_os,vm_os,"[{""name"":""Instance Family"",""value"":""General Purpose Type g6""},{""name"":""IO Optimized Instance"",""value"":""IO Optimized Instance""},{""name"":""Operating System Details"",""value"":""windows""},{""name"":""OS Type"",""value"":""windows""},{""name"":""Region"",""value"":""Singapore""},{""name"":""Instance Specifications"",""value"":""12-core, 48GB""}]",ecs.g6.3xlarge,,i-t4n4jprqwzb8kv9voivs,SAP-QA-DB01,ap-southeast-1,Singapore,,,,,390.84,USD/Month,USD,390.84,,,,,0,390.84,0,390.84
fc53b029e8ebc4ca8e2a3112a39aa810,,5734660326444971	,it.infra@charleskeith.com,5734660326444971	,it.infra@charleskeith.com,5416886845540280	,202607,Subscription Prepaid Fee,Renew,ecs,Elastic Compute Service,vm_intl,ECS (Subscription) - International Site,datadisk,datadisk,"[{""name"":""OS Type"",""value"":""windows""},{""name"":""Data disk type"",""value"":""Enhanced SSD Disk""},{""name"":""Performance Level"",""value"":""Performance Level 0""},{""name"":""Region"",""value"":""Singapore""}]",,,i-t4n6g9v44nb2hetj0jgz,POS-U2-XOAP02,ap-southeast-1,Singapore,,,,,0.076,USD/GB,USD,19,,,,,0,19,0,19
